Zone ID,Zone name,England,Scotland,Wales,Northern Ireland,United Kingdom (part not stated),Channel Islands,Isle of Man,Irish Republic,Ireland (part not stated),Australia,Canada,New Zealand,Kenya,Malawi,Tanzania,Uganda,Zambia,Zimbabwe,"Botswana, Lesotho and Swaziland",Gambia,Ghana,Nigeria,Sierra Leone,Barbados,Jamaica,Trinidad and Tobago,Other Independent States,Caribbean Dependent Territories,West Indies (so stated),Belize,Guyana,Bangladesh,India,Pakistan,Sri Lanka,Hong Kong,Malaysia,Singapore,Cyprus,Gibraltar,Malta and Gozo,Mauritius,Seychelles,Other New Commonwealth,Belgium,Denmark,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Spain,Albania,Austria,Bulgaria,Czechoslovakia,Finland,Hungary,Norway,Poland,Romania,Sweden,Switzerland,Yugoslavia,Other Europe,Turkey,U.S.S.R,Algeria,Eygpt,Libya,Morocco,Tunisia,"South Afria, Republic of",Other Africa,United States of America,Caribbean,Central America,South America,Iran,Israel,Other Middle East,"Burma (Myanmar, Union of)","China, Peoples Republic of",Japan,Philippines,Vietnam,Other Asia,Rest of World and at sea/in the air
35NLFP,St.Mary's,3701,159,27,24,0,4,3,45,0,3,3,3,4,0,1,5,3,0,0,0,0,0,0,3,4,0,1,1,3,0,2,6,53,0,0,25,4,4,3,1,0,1,0,2,2,0,6,14,0,41,0,2,0,1,0,0,0,3,0,1,0,7,0,1,2,3,0,4,7,0,0,2,0,0,4,0,12,0,0,0,1,0,2,0,3,0,2,5,6,0
35NLFQ,St.Michael's,2982,103,35,19,0,1,0,33,0,2,2,1,3,0,2,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,18,1,0,12,0,2,2,3,2,1,0,0,2,1,5,13,3,29,0,1,2,1,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,5,0,2,0,0,1,1,0,4,0,0,2,2,10,4,0
35NLFR,St.Peter's,2269,88,33,14,0,0,0,26,0,3,3,1,4,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,0,28,7,4,11,7,3,0,1,0,1,0,0,2,0,10,33,0,29,0,1,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,1,0,5,0,0,0,1,2,8,0,0,0,0,0,2,1,4,0,0,0,12,0
35NLFS,Slade,3245,74,30,11,0,0,0,28,0,2,0,1,2,0,0,2,0,0,0,0,0,3,0,0,4,4,1,0,0,0,0,0,6,0,0,5,3,2,3,0,0,1,0,2,0,0,5,13,2,6,0,2,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,5,0,5,0,0,3,2,0,0,0,0,0,1,0,0,0
35NLFT,Tresham,2492,40,23,10,0,1,0,16,0,3,0,2,1,0,0,2,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,4,7,0,0,4,0,1,0,0,1,1,0,0,0,0,5,8,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,4,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35NLFU,Trinity,4125,96,57,8,0,0,0,20,0,5,3,1,0,1,0,8,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,6,2,0,7,0,1,1,0,2,0,0,2,0,0,0,9,0,25,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,1,5,3,0,0,0,0
35NLFW,Warkton,2790,102,16,21,0,0,0,30,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,1,2,0,4,0,0,0,2,3,1,26,0,24,0,2,0,0,0,0,0,2,0,1,0,6,1,0,0,1,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3,3,0
35NLFX,Welland,2022,53,29,8,0,0,2,11,0,1,6,2,1,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,2,1,1,0,0,0,1,0,0,3,16,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,4,0,1,0,0,0,0,0,4,0,3,0,0,0,1,0
35NLFY,Wicksteed,2618,82,28,19,0,0,0,18,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,2,0,2,0,1,3,0,0,0,0,3,14,0,16,0,1,0,1,0,3,0,0,0,2,0,6,0,0,1,0,0,0,3,0,0,0,0,0,6,1,5,0,2,0,1,0,1,0,0,0,0,4,0,0
35NLSS,Shipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35NMFA,Abington,5758,118,78,48,0,6,0,201,1,7,13,5,5,1,2,3,3,5,3,0,9,10,0,6,132,5,23,0,8,0,3,60,49,58,2,8,9,5,14,0,5,1,0,1,2,5,13,24,1,29,3,6,4,2,0,2,0,2,0,6,1,27,0,3,1,24,0,2,16,0,3,0,0,0,10,2,14,0,3,3,4,3,6,0,3,0,0,0,1,0
35NMFB,Billing,7026,204,95,86,1,3,0,96,0,6,6,4,15,0,1,4,0,16,0,0,4,16,0,1,26,7,9,2,0,5,4,14,30,4,3,14,2,12,12,4,6,5,1,0,3,4,9,66,0,5,0,7,1,1,0,3,1,0,0,0,1,7,0,1,5,5,0,1,0,0,2,3,1,2,16,0,13,0,0,3,7,0,4,5,3,1,4,25,0,1
35NMFC,Boughton Green,5934,81,46,37,0,2,1,101,0,2,3,2,19,0,1,10,0,0,1,0,2,0,0,1,16,5,1,0,2,0,5,0,21,0,0,3,3,2,0,1,1,1,0,0,1,4,2,22,6,26,0,3,0,0,0,5,0,1,0,1,0,7,1,1,0,0,2,0,2,0,1,0,0,0,9,1,10,0,0,0,0,0,3,0,1,0,1,2,0,0
35NMFD,Castle,6277,132,86,70,0,4,1,299,1,9,9,3,11,0,0,0,1,3,0,0,0,3,2,2,57,7,9,0,7,0,3,109,31,7,1,9,5,6,2,1,7,5,1,0,0,1,9,37,1,20,0,6,2,4,0,4,0,0,0,1,0,23,0,0,1,4,0,0,13,0,5,1,0,2,4,0,5,0,0,6,0,0,1,0,0,0,2,21,7,2
35NMFE,Dallington and Kings Heath,9484,156,79,96,0,1,1,228,2,14,3,2,10,0,0,6,0,1,0,0,1,5,0,3,58,5,6,0,6,0,2,113,47,17,1,12,3,7,6,2,10,3,0,2,0,0,7,53,4,11,0,4,6,4,1,2,0,1,2,0,2,6,0,4,0,6,0,0,12,2,2,1,1,0,4,0,6,0,0,7,0,0,2,0,1,0,0,13,4,0
35NMFF,Delapre,6407,128,74,45,0,5,2,123,0,5,4,1,9,0,2,7,5,0,0,1,2,0,1,1,15,4,11,0,5,0,3,2,41,12,1,6,6,6,12,0,5,2,3,0,5,4,3,36,0,25,0,3,0,3,0,4,0,0,0,3,0,6,1,4,0,2,0,0,6,1,4,0,0,0,9,4,12,2,0,4,2,0,2,1,0,0,2,3,2,0
35NMFG,Headlands,5559,82,56,39,0,1,0,121,0,5,5,1,23,0,1,10,2,1,0,0,0,2,0,3,15,3,6,1,3,0,1,2,40,10,2,3,5,3,8,0,7,0,0,0,3,0,4,18,1,27,0,3,0,3,0,2,0,0,0,0,0,4,3,0,0,4,0,4,1,0,1,0,0,0,4,0,10,0,0,3,0,0,0,0,1,0,1,3,0,3
35NMFH,Kingsthorpe,5663,96,57,45,0,2,0,154,0,5,1,2,14,0,0,2,0,1,0,0,0,4,0,2,24,3,1,0,3,0,0,11,12,5,1,4,1,2,1,0,3,0,0,0,0,0,1,21,2,28,0,1,0,0,1,4,0,1,2,0,0,11,0,0,0,0,0,1,3,0,5,2,1,0,13,3,13,0,0,1,4,3,0,2,0,2,5,0,0,0
35NMFJ,Links,7556,145,72,48,0,4,3,205,0,3,8,5,15,0,1,10,0,0,2,0,0,3,0,2,50,4,9,0,3,0,1,5,27,4,4,8,2,2,5,0,9,1,0,2,0,0,6,31,0,24,0,1,0,8,0,3,0,0,0,6,0,15,0,0,0,1,0,0,5,0,0,0,0,1,10,0,4,0,2,6,0,0,0,0,3,0,1,7,0,0
35NMFK,Lumbertubs,12351,402,170,136,0,5,1,248,0,24,17,5,90,0,19,53,7,8,0,0,12,6,1,7,94,13,24,4,7,1,5,34,154,28,5,47,10,14,20,8,11,10,0,6,6,2,16,104,4,21,0,6,0,9,0,4,0,0,0,6,0,8,0,0,3,4,1,1,2,0,4,2,0,0,26,3,37,0,0,7,9,1,5,7,5,0,6,105,2,0
35NMFL,Nene Valley,18335,553,347,119,0,6,3,225,1,38,25,11,46,1,9,32,5,9,0,0,4,6,0,2,33,14,17,0,3,0,9,4,108,4,3,59,11,24,22,4,12,11,0,5,4,7,8,127,4,19,1,8,2,10,0,9,0,0,2,3,1,17,1,15,7,0,0,2,7,1,4,3,0,0,48,3,43,1,2,13,21,3,7,11,9,0,7,38,14,2
35NMFM,New Duston,9234,174,98,44,0,0,3,125,0,5,9,1,7,0,2,5,1,0,1,0,4,3,0,4,18,3,6,0,4,0,3,0,38,0,0,8,5,6,3,1,13,1,0,4,5,4,7,32,2,18,0,1,0,6,0,6,0,3,1,2,0,8,0,3,2,1,0,0,6,0,3,0,0,0,7,1,9,0,0,2,2,0,0,1,6,0,7,2,3,0
35NMFN,Old Duston,6416,112,83,30,0,0,2,115,0,6,6,1,21,0,2,2,3,6,0,0,0,2,0,2,6,8,2,0,0,0,1,6,76,2,5,3,3,4,3,0,4,7,0,1,2,1,4,28,0,13,0,4,0,5,0,6,0,0,0,9,0,6,0,0,1,1,0,1,4,0,2,1,0,1,9,0,4,0,0,2,0,3,7,0,3,0,3,0,2,0
35NMFP,Park,8327,151,104,39,0,0,0,138,0,9,11,4,43,0,5,12,3,2,0,0,4,2,0,2,29,7,15,0,7,0,1,1,42,4,1,10,8,5,14,3,1,3,0,0,2,3,4,38,3,22,0,1,0,4,0,0,0,1,0,0,0,8,0,1,0,8,0,0,5,2,2,0,1,0,15,0,11,1,3,0,0,1,3,0,0,1,2,0,0,0
35NMFQ,St.Alban,5995,91,53,62,0,1,0,177,0,5,3,3,9,1,0,13,0,0,0,0,0,1,0,0,47,1,13,0,5,0,6,3,22,15,0,5,1,1,13,1,7,2,1,5,0,0,0,42,0,16,0,0,0,1,0,0,0,6,2,6,3,9,0,0,0,10,0,3,3,2,2,2,0,0,6,1,6,1,0,10,2,0,1,0,1,0,2,30,0,0
35NMFR,St.Crispin,4757,119,57,63,2,2,1,285,0,9,5,0,19,1,2,12,2,4,0,0,7,0,1,1,76,12,26,0,6,1,5,315,55,31,4,9,9,5,11,1,7,0,0,7,2,2,16,37,0,18,0,0,1,9,0,2,0,0,0,3,0,29,0,0,0,11,0,2,8,0,0,5,2,0,6,5,14,1,0,7,3,0,5,2,7,0,0,30,0,0
35NMFS,St.George,5738,109,76,61,0,0,0,217,1,4,6,5,5,0,2,7,3,5,0,0,3,4,0,4,27,0,4,3,0,1,2,6,21,5,0,9,5,5,3,2,4,0,0,0,1,3,9,25,0,13,0,6,0,3,0,5,0,0,0,1,1,14,0,2,0,10,0,0,2,0,1,1,1,0,10,7,11,0,0,8,1,0,5,0,2,1,1,1,2,0
35NMFT,South,5578,114,83,69,0,6,1,159,1,17,8,17,25,0,4,9,0,0,0,0,1,3,0,2,52,9,9,1,1,0,4,5,69,14,2,21,9,1,8,1,3,2,0,4,2,2,22,39,0,17,0,3,1,9,0,8,0,2,0,1,1,14,0,2,3,2,0,0,2,0,7,0,0,0,16,12,18,0,0,3,0,3,11,2,1,2,1,4,1,1
35NMFU,Thorplands,7299,228,90,79,0,5,3,131,0,13,10,5,37,3,3,13,3,26,0,0,0,2,0,6,44,6,15,2,6,0,13,14,65,14,1,8,5,3,12,1,8,13,0,0,1,4,9,66,0,4,0,3,1,8,0,3,0,0,0,1,0,5,2,0,3,0,0,0,1,0,1,0,2,0,14,1,17,5,0,11,0,4,4,1,0,0,3,33,0,1
35NMFW,Welford,7422,102,68,26,1,3,1,97,0,6,7,1,7,0,0,4,2,3,0,0,0,3,0,2,12,9,5,0,2,1,2,0,33,3,2,9,2,8,4,2,6,0,0,2,0,0,2,29,2,18,0,5,0,4,0,1,0,1,0,2,0,4,0,0,2,3,1,0,5,0,4,0,0,0,20,2,6,0,0,1,0,0,4,2,0,0,1,0,1,0
35NMFX,Weston,8775,194,114,47,4,2,1,114,0,13,11,5,82,8,14,58,3,5,0,0,2,3,0,1,47,13,12,3,5,1,2,7,148,7,1,31,8,5,10,4,7,9,2,1,1,2,11,47,1,17,0,2,1,6,0,2,0,4,0,1,2,16,0,1,2,15,0,0,4,0,3,0,0,0,18,1,10,1,1,8,3,2,4,3,0,2,1,16,5,0
35NMSS,Shipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35NNFA,Astwell,1589,32,33,7,0,0,1,10,0,1,6,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,2,12,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62,0,0,1,1,0,2,0,0,0,1,0,0,0
35NNFB,Blakesley,2191,50,44,7,0,1,2,9,0,0,6,0,2,0,3,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,2,0,2,0,2,0,0,1,0,0,0,0,1,1,10,0,4,0,5,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,20,0,0,3,0,0,0,0,0,2,0,0,0,0
35NNFC,Blisworth,1719,37,26,6,0,0,0,13,0,3,4,0,2,0,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
35NNFD,Brackley East,2999,61,46,19,0,1,0,26,0,3,5,3,5,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,2,2,2,2,3,1,1,0,0,0,2,0,3,20,1,3,0,3,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,238,0,2,1,0,0,2,0,1,5,11,0,1,0
35NNFE,Brackley West,4562,108,77,22,0,1,0,43,0,6,3,4,6,0,2,0,0,2,2,0,1,3,0,0,1,4,3,0,1,0,2,0,3,0,2,13,1,11,3,0,0,1,2,1,3,0,0,44,0,2,0,9,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,14,0,601,3,4,5,0,0,2,0,2,0,7,0,5,5
35NNFF,Brafield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35NNFG,Bugbrooke,2570,47,18,7,0,1,0,19,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,2,1,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
35NNFH,Cogenhoe,2277,34,42,7,0,0,0,18,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,0,0,0,1,0,0,1,0,0,2,11,0,0,0,1,1,1,0,3,0,0,1,1,0,1,1,1,3,1,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0
35NNFJ,Cosgrove,1426,20,15,8,0,0,0,11,0,2,4,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,1,0,0,1,1,0,10,2,4,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0
35NNFK,Danvers,1832,30,28,4,0,1,1,10,0,0,2,2,4,0,0,2,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,3,1,1,3,2,1,0,0,0,0,3,0,3,8,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,0,48,0,0,1,10,0,0,0,0,0,0,0,0,0
35NNFL,Deanshanger,2808,46,35,12,0,0,0,18,0,1,3,2,2,0,0,2,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,11,2,0,2,0,2,3,0,0,0,0,1,2,1,2,11,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,5,0,9,0,0,0,0,0,2,0,0,0,0,0,0,5
35NNFM,Forest,2000,54,40,3,0,2,0,3,0,5,4,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,3,0,0,2,0,0,0,1,0,0,12,2,0,0,1,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,2,3,0,0,0,0,0,0,0,0,0
35NNFN,Gayton,2185,38,25,17,0,0,3,10,0,2,5,1,2,0,0,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4,0,2,0,2,1,1,0,0,0,0,0,0,7,3,14,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,7,0,1,1,1,0,0,0,1,0,2,0,0,0
35NNFP,Grafton,1460,34,16,15,0,0,0,13,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,1,0,3,0,0,2,0,1,2,0,4,0,0,0,0,5,2,9,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,6,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0
35NNFQ,Greatworth,1484,19,25,1,0,0,0,11,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,0,0,0,1,1,0,0,12,0,0,0,1,0,5,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,39,0,0,3,0,0,3,0,0,1,0,0,2,0
35NNFR,Hackleton,1721,25,36,4,0,0,0,10,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,2,0,3,2,0,1,1,1,0,0,0,1,0,0,1,0,0,9,0,5,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,2,0,2,0,1,0,0,0,0,0
35NNFS,Harpole,1447,16,22,1,0,0,0,8,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,7,1,6,0,3,0,0,0,0,0,1,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35NNFT,Heyford,1602,23,22,11,0,0,0,13,0,1,2,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,0,0,2,0,1,1,0,0,1,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,3,0,0,0,1,0,0,0,0,0
35NNFU,King's Sutton,1854,25,46,11,0,1,0,11,0,2,3,3,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,78,2,0,2,0,0,0,0,1,2,0,0,0,0
35NNFW,Kingthorn,1614,19,29,10,0,0,0,5,0,5,0,2,5,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,7,0,6,0,0,0,0,0,3,0,0,1,0,0,1,0
35NNFX,Kislingbury,1065,15,13,5,0,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,3,0,0,0,0,2,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
35NNFY,Middleton Cheney,3295,43,51,4,0,0,0,18,0,6,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,5,2,1,3,0,4,3,2,0,0,0,1,0,1,1,12,2,3,0,6,3,2,0,2,0,0,0,0,0,3,2,1,0,2,0,0,0,0,0,0,0,0,12,0,103,0,0,1,0,0,2,0,0,0,1,0,1,0
35NNFZ,Milton,1074,20,15,5,0,0,0,8,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
35NNGA,Potterspury,1315,16,27,2,0,0,0,4,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,1,0,0,1,0,0,1,0
35NNGB,Rainsborough,1983,36,55,9,0,0,0,16,0,12,8,4,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,1,4,1,3,4,3,0,0,0,0,1,0,0,2,25,2,3,0,2,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,3,0,7,2,556,1,1,1,0,0,3,0,0,6,7,0,4,0
35NNGC,Roade,2377,30,22,10,0,2,1,17,0,0,6,8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,3,8,0,3,0,1,0,3,0,0,0,1,1,0,0,3,0,1,0,1,0,0,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0
35NNGD,Salcey,2048,37,28,7,0,0,0,15,0,0,5,1,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,0,4,10,0,1,0,3,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,1,5,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0
35NNGE,Slapton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35NNGF,Tove,1593,26,19,10,0,0,0,19,0,2,5,2,2,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,2,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
35NNGG,Towcester,6428,157,95,23,0,3,1,66,0,4,8,4,6,0,0,3,2,2,0,0,0,0,0,1,7,3,2,0,0,0,2,5,16,2,1,10,4,5,6,2,3,0,0,1,0,2,4,39,1,3,0,4,0,2,0,1,0,0,5,0,0,3,0,3,2,1,0,0,3,1,0,0,0,0,10,2,34,0,0,2,1,2,5,2,0,0,2,0,2,0
35NNGH,Wardoun,1795,29,32,10,0,0,0,17,0,6,2,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,2,2,0,1,3,0,0,0,0,2,0,1,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,2,0,0,2,0,0,0,1,0,1,0
35NNGJ,Yardley,1542,30,24,3,0,0,0,12,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0
35NNSS,Shipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35NPFA,Brickhill,5213,112,40,22,0,0,0,60,0,4,8,2,35,3,2,12,0,1,0,0,0,0,1,15,57,8,40,2,8,0,1,0,79,3,0,2,1,1,4,0,6,4,0,0,1,0,1,24,1,14,0,3,0,5,0,0,2,2,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,7,6,5,1,0,0,0,0,4,1,3,1,0,0,0,0
35NPFB,Castle,4605,71,44,30,0,0,0,63,0,4,6,0,141,38,41,89,9,5,0,0,0,1,2,15,39,4,40,1,12,0,2,37,512,34,3,5,4,3,6,1,0,7,0,0,1,0,2,17,0,46,0,4,0,2,0,0,0,0,0,1,0,27,2,0,0,0,0,0,10,1,0,0,1,0,6,3,8,0,0,0,0,2,8,1,3,0,2,0,2,1
35NPFC,Croyland,5064,104,62,30,0,2,0,64,0,1,5,0,8,3,2,2,0,3,0,0,0,0,0,9,27,2,16,0,6,0,2,0,13,1,0,1,0,2,3,0,3,1,0,0,3,2,2,26,1,8,0,0,1,1,0,0,0,0,0,3,0,19,1,0,0,0,0,0,6,0,0,0,1,0,1,1,5,0,0,2,4,0,1,1,0,0,1,0,0,0
35NPFD,Earls Barton,4642,71,57,14,0,4,3,30,0,4,5,5,0,6,0,1,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,1,0,4,2,4,2,0,1,0,0,1,0,0,3,12,0,3,0,0,0,1,0,5,0,2,0,0,0,1,0,1,0,0,0,0,3,0,2,0,1,0,11,1,2,0,0,1,3,0,1,0,0,0,0,0,1,0
